Año,Meses,Departamento,Provincia,Distrito,Conglomerado,Estratos,Geografico,Visitas,TEM,TNR_Historica_Cong,TNR_Historica_Distrito,TNR_Historica_Departamento,N_HOGAR,TotalPersHogar,TotalMuj12_49,TotalMen_12,TotalMen_6,TotalMen_5,TotalMen_3,DuracionPromedio,TNR,TNR_ALTA,Altitud,Latitud,Longitud
2022,nov,Ayacucho,Parinacochas,Coracora,3886,Medio Bajo,Sierra Centro,1.0,0.0,6.66666666666667,6.66666666666667,1.98083028083028,10,39,16.0,13.0,8.0,8.0,4.0,24.0,0.0,0,3187.5199999999995,-15.015978333333331,-73.78749649999999
2022,nov,Ayacucho,Vilcas Huaman,Accomarca,1916,Rural,Sierra Centro,1.4,0.0,0.0,0.0,1.90964590964591,15,38,6.0,8.0,3.0,3.0,2.0,20.4,6.66666666666667,1,3351.553333333333,-13.801638444444444,-73.84849955555553
2022,nov,Ayacucho,Vilcas Huaman,Vilcas Huaman,3883,Bajo,Sierra Centro,1.0,0.0,0.0,0.0,2.06490091105476,10,42,12.0,16.0,8.0,6.0,5.0,23.6,0.0,0,3493.1800000000003,-13.650163,-73.95213899999999
2022,nov,Cajamarca,Cajamarca,Cajamarca,3896,Medio Alto,Sierra Norte,1.4,0.0,11.3746438746439,11.3746438746439,4.6944858981896,10,30,7.0,10.0,6.0,5.0,3.0,20.1,30.0,1,2750.84,-7.166346303666666,-78.51126404966666
2022,nov,Cajamarca,Cutervo,Cutervo,1928,Medio Bajo,Sierra Norte,1.2,10.0,6.66666666666667,6.66666666666667,5.04836763765335,10,30,9.0,12.0,7.0,7.0,4.0,14.1,0.0,0,2606.33,-6.387084333333334,-78.81610733333335
2022,nov,Cajamarca,Hualgayoc,Bambamarca,1954,Rural,Sierra Norte,1.0,0.0,8.2051282051282,8.2051282051282,4.68675136396655,15,60,18.0,17.0,9.0,8.0,7.0,19.1,0.0,0,3207.08,-6.746959333333334,-78.44973333333333
2022,nov,Cajamarca,Jaen,Bellavista,1933,Bajo,Selva,1.0,0.0,8.73015873015873,8.73015873015873,4.62816697191697,10,36,10.0,12.0,8.0,8.0,3.0,19.9,10.0,1,431.97,-5.664395999999999,-78.6743115
2022,nov,Cajamarca,San Ignacio,La Coipa,1962,Rural,Selva,1.0,6.66666666666667,6.92307692307692,6.92307692307692,4.98897507721037,15,55,17.0,17.0,7.0,7.0,3.0,19.7,0.0,0,1558.96,-5.424277444444444,-78.96859288888889
2022,nov,Cajamarca,San Ignacio,Namballe,3902,Rural,Selva,1.0,6.66666666666667,4.93096373910327,4.93096373910327,4.93096373910327,15,69,18.0,24.0,13.0,11.0,7.0,23.1,0.0,0,1369.513333333333,-5.098814777777777,-79.10455577777778
2022,nov,Cajamarca,Santa Cruz,Catache,3904,Rural,Costa Norte,1.0,6.66666666666667,5.00308972869948,5.00308972869948,5.00308972869948,15,47,14.0,8.0,6.0,4.0,3.0,21.2,7.14285714285714,1,2685.9133333333334,-6.796355222222221,-79.00882222222222
2022,nov,Cajamarca,Santa Cruz,Chancaybaños,1968,Rural,Costa Norte,1.0,0.0,5.02887005899054,5.02887005899054,5.02887005899054,15,67,16.0,21.0,8.0,8.0,4.0,20.6,6.66666666666667,1,2124.313333333333,-6.575888222222222,-78.819145
2022,nov,Cusco,Calca,Coya,2053,Bajo,Sierra Sur,1.0,0.0,3.68410738781109,3.68410738781109,3.68410738781109,10,29,8.0,10.0,5.0,4.0,3.0,29.1,0.0,0,3882.480000000001,-13.402444499999998,-71.93225133333334
2022,nov,Cusco,Chumbivilcas,Velille,2074,Rural,Sierra Sur,1.07,6.66666666666667,5.0,5.0,3.90919158361019,15,48,11.0,13.0,7.0,4.0,0.0,17.9,0.0,0,3798.693333333333,-14.46353877777778,-71.92024988888889
2022,nov,Cusco,Cusco,San Sebastian,2040,Medio,Sierra Sur,1.6,0.0,0.0,0.0,3.63917924893535,10,31,8.0,9.0,7.0,5.0,5.0,23.0,20.0,1,3324.32,-13.530994833333336,-71.92691999999998
2022,nov,Cusco,Cusco,San Sebastian,2041,Medio Alto,Sierra Sur,1.7,10.0,5.0,5.0,3.83629757123733,10,33,7.0,9.0,5.0,5.0,1.0,30.3,11.1111111111111,1,3319.21,-13.530161833333333,-71.9372055
2022,nov,Cusco,Cusco,Santiago,3938,Medio Bajo,Sierra Sur,1.3,10.0,4.75308641975309,4.75308641975309,3.92290249433107,10,40,11.0,12.0,9.0,8.0,7.0,32.6,0.0,0,3497.8200000000006,-13.531589333333333,-71.98792616666667
2022,nov,Cusco,Espinar,Coporaque,2075,Rural,Sierra Sur,1.0,0.0,7.93650793650794,7.93650793650794,3.73015873015873,15,38,7.0,7.0,3.0,1.0,0.0,20.5,0.0,0,4000.866666666667,-14.711338882666666,-71.56698468933332
2022,nov,Cusco,Paucartambo,Colquepata,2085,Rural,Sierra Sur,1.07,6.66666666666667,3.77737592927466,3.77737592927466,3.77737592927466,15,59,17.0,19.0,9.0,9.0,5.0,24.0,0.0,0,3687.38,-13.396578666666668,-71.63035599999999
2022,nov,Cusco,Quispicanchi,Ccatca,3940,Bajo,Sierra Sur,1.6,0.0,6.66666666666667,6.66666666666667,3.82580382580383,10,41,12.0,14.0,8.0,8.0,4.0,21.2,0.0,0,3634.97,-13.635768666666667,-71.52622149999999
2022,nov,Cusco,Urubamba,Urubamba,3945,Rural,Sierra Sur,1.0,0.0,3.87675070028011,3.87675070028011,3.87675070028011,15,65,15.0,19.0,7.0,6.0,5.0,26.5,6.66666666666667,1,2915.713333333333,-13.278071333333331,-72.1711051111111
2022,nov,Huancavelica,Angaraes,Congalla,2117,Rural,Sierra Centro,1.27,13.3333333333333,0.0,0.0,5.1152133774085,15,40,9.0,13.0,7.0,7.0,5.0,17.5,0.0,0,3540.7799999999997,-12.956883333333334,-74.491918
2022,nov,Huancavelica,Angaraes,Julcamarca,3966,Rural,Sierra Centro,1.2,6.66666666666667,5.14223210651782,5.14223210651782,5.14223210651782,15,47,13.0,15.0,9.0,9.0,6.0,18.3,0.0,0,3433.0333333333338,-13.014698222222222,-74.44396544444446
2022,nov,Huancavelica,Churcampa,Anco,3960,Rural,Sierra Centro,1.13,6.66666666666667,0.0,0.0,5.17836415984564,15,51,17.0,17.0,13.0,10.0,5.0,19.3,0.0,0,2452.346666666667,-12.683363222222225,-74.58715600000001
2022,nov,Huancavelica,Huancavelica,Huancavelica,2089,Medio Alto,Sierra Centro,1.4,20.0,7.0,7.0,5.05358430057225,10,21,5.0,6.0,3.0,3.0,1.0,18.1,12.5,1,3690.29,-12.783591166666666,-74.96967783333335
2022,nov,Huancavelica,Huancavelica,Yauli,2109,Rural,Sierra Centro,1.0,0.0,14.0952380952381,14.0952380952381,4.96491375801721,15,78,25.0,24.0,13.0,13.0,5.0,21.3,0.0,0,3780.646666666666,-12.775245222222225,-74.8377778888889
2022,nov,Huancavelica,Huaytara,Quito-Arma,3968,Rural,Sierra Centro,1.0,0.0,5.02264531334299,5.02264531334299,5.02264531334299,15,62,17.0,21.0,14.0,12.0,5.0,18.0,0.0,0,3156.586666666667,-13.532263,-75.33937333333333
2022,nov,Huancavelica,Tayacaja,Acostambo,2132,Rural,Sierra Centro,1.0,6.66666666666667,0.0,0.0,5.24309371184371,15,41,10.0,11.0,7.0,6.0,3.0,20.5,0.0,0,3874.673333333333,-12.375234000000004,-75.02052411111111
2022,nov,Huancavelica,Tayacaja,Pampas,3953,Medio Bajo,Sierra Centro,1.0,0.0,7.03703703703704,7.03703703703704,5.08173525820585,10,40,11.0,14.0,10.0,8.0,4.0,18.3,0.0,0,3261.38,-12.393942,-74.87177316666666
2022,nov,Huánuco,Huamalies,Llata,2177,Rural,Sierra Centro,1.27,0.0,30.0,30.0,3.55973813420622,15,52,14.0,11.0,6.0,6.0,5.0,28.7,6.66666666666667,1,3615.2533333333336,-9.59854788888889,-76.75683611111113
2022,nov,Huánuco,Huamalies,Tantamayo,3981,Rural,Sierra Centro,1.07,6.66666666666667,3.6558287073751,3.6558287073751,3.6558287073751,15,47,17.0,14.0,8.0,6.0,3.0,20.1,0.0,0,3726.966666666667,-9.401001555555556,-76.702833
2022,nov,Huánuco,Huanuco,Amarilis,2147,Alto,Selva,1.2,10.0,4.44444444444444,4.44444444444444,3.53500432152118,10,35,13.0,13.0,12.0,9.0,5.0,17.7,0.0,0,1909.87,-9.9182485,-76.229895
2022,nov,Huánuco,Huanuco,Churubamba,2156,Bajo,Sierra Centro,1.3,20.0,6.66666666666667,6.66666666666667,3.45731191885038,10,24,7.0,7.0,5.0,4.0,3.0,24.2,0.0,0,2950.95,-9.773860666666666,-76.23040716666667
2022,nov,Huánuco,Huanuco,Huanuco,2143,Medio Alto,Selva,2.8,0.0,4.88888888888889,4.88888888888889,3.41973244147157,10,26,5.0,7.0,4.0,3.0,1.0,15.4,20.0,1,1917.69,-9.928528000000002,-76.23699066666667
2022,nov,Huánuco,Huanuco,Huanuco,2146,Bajo,Selva,1.2,10.0,6.26262626262626,6.26262626262626,3.59801488833747,10,40,15.0,14.0,9.0,8.0,5.0,22.1,0.0,0,2101.01,-9.909707,-76.24217316666667
2022,nov,Huánuco,Huanuco,Pillco Marca,3973,Medio,Selva,1.1,10.0,0.0,0.0,3.59244264507422,10,34,13.0,9.0,5.0,5.0,2.0,16.1,0.0,0,1954.92,-9.960160166666666,-76.24339649999999
2022,nov,Huánuco,Huanuco,Santa Maria Del Valle,2170,Rural,Sierra Centro,1.07,0.0,1.66666666666667,1.66666666666667,3.55502136752137,15,52,18.0,14.0,7.0,7.0,6.0,19.7,13.3333333333333,1,3773.12,-9.737675555555551,-76.34451466666665
2022,nov,Huánuco,Pachitea,Chaglla,2189,Rural,Sierra Centro,1.0,0.0,3.4957264957265,3.4957264957265,3.4957264957265,15,71,21.0,19.0,13.0,12.0,8.0,23.5,0.0,0,2589.64,-9.858294888888889,-75.82922722222223
2022,nov,Huánuco,Pachitea,Umari,2192,Rural,Sierra Centro,1.6,0.0,7.69230769230769,7.69230769230769,3.61852433281005,15,65,18.0,19.0,10.0,10.0,9.0,23.0,0.0,0,3000.5333333333333,-9.877558555555554,-76.03072566666667
2022,nov,Ica,Chincha,Chincha Alta,2226,Medio Bajo,Costa Centro,1.18,0.0,0.0,0.0,4.3780193236715,13,46,14.0,17.0,10.0,9.0,6.0,22.6,10.0,1,126.0,-13.415721969696971,-76.11995393939395
2022,nov,Ica,Chincha,Pueblo Nuevo,2234,Medio Alto,Costa Centro,1.8,10.0,3.73737373737374,3.73737373737374,4.2368125701459,10,30,9.0,10.0,8.0,8.0,6.0,21.5,11.1111111111111,1,144.23,-13.399320666666664,-76.1246855
2022,nov,Ica,Chincha,Pueblo Nuevo,4004,Bajo,Costa Centro,1.2,0.0,4.35185185185185,4.35185185185185,4.30555555555556,10,35,8.0,14.0,7.0,6.0,2.0,19.2,10.0,1,121.71999999999998,-13.389469666666669,-76.15449866666667
2022,nov,Ica,Chincha,Sunampe,2237,Medio Bajo,Costa Centro,1.3,10.0,0.0,0.0,4.36193619361936,10,41,13.0,13.0,7.0,6.0,4.0,23.1,0.0,0,105.34,-13.415183833333334,-76.1510915
2022,nov,Ica,Ica,Ica,2198,Medio Bajo,Costa Centro,1.2,0.0,6.43518518518519,6.43518518518519,4.46217494089835,10,45,16.0,15.0,9.0,8.0,2.0,23.1,0.0,0,424.83,-14.06347333333333,-75.7486725
2022,nov,Ica,Ica,Ica,2199,Medio,Costa Centro,1.4,10.0,6.09649122807018,6.09649122807018,4.41520467836257,10,42,14.0,10.0,9.0,6.0,3.0,20.6,0.0,0,439.0,-14.054126747000002,-75.731431664
2022,nov,Ica,Ica,Ica,3990,Medio Alto,Costa Centro,1.25,0.0,5.79166666666667,5.79166666666667,4.36921296296296,16,57,16.0,15.0,9.0,7.0,1.0,24.1,0.0,0,438.1666666666667,-14.054174211666664,-75.74116805500002
2022,nov,Ica,Nazca,El Ingenio,2259,Rural,Costa Centro,1.2,0.0,4.43847072879331,4.43847072879331,4.43847072879331,15,64,14.0,26.0,14.0,12.0,8.0,19.4,6.66666666666667,1,483.8466666666666,-14.641526222222222,-75.06920655555557
2022,nov,Ica,Nazca,Vista Alegre,4002,Medio Bajo,Costa Centro,1.7,0.0,0.0,0.0,4.31917211328976,10,35,7.0,11.0,5.0,4.0,2.0,14.9,10.0,1,600.29,-14.848489999999998,-74.94460999999998
2022,nov,Ica,Pisco,Pisco,2251,Bajo,Costa Centro,1.1,0.0,6.66666666666667,6.66666666666667,4.3241695303551,10,39,15.0,15.0,9.0,8.0,5.0,17.0,0.0,0,52.8,-13.709011572,-76.18870482700001
2022,nov,Ica,Pisco,Pisco,3998,Medio,Costa Centro,1.0,0.0,5.71428571428571,5.71428571428571,4.28004535147392,10,60,16.0,18.0,11.0,9.0,5.0,27.4,0.0,0,36.1,-13.704558487,-76.20534815399999
2022,nov,Junín,Chanchamayo,Chanchamayo,4019,Medio Bajo,Selva,1.0,0.0,4.19887955182073,4.19887955182073,4.19887955182073,10,33,14.0,9.0,6.0,5.0,2.0,20.4,0.0,0,764.62,-11.0600385,-75.332692
2022,nov,Junín,Chanchamayo,Perene,2283,Bajo,Selva,1.4,10.0,2.5,2.5,3.95715992490186,10,34,11.0,14.0,11.0,10.0,8.0,21.9,0.0,0,526.3599999999999,-10.916498166666669,-74.880718
2022,nov,Junín,Huancayo,El Tambo,2274,Medio Alto,Sierra Centro,1.0,0.0,3.75,3.75,4.1500553709856,10,38,11.0,9.0,6.0,6.0,3.0,21.3,0.0,0,3242.57,-12.069221333333337,-75.22042733333333
2022,nov,Junín,Huancayo,Huancayo,2261,Medio Bajo,Sierra Centro,1.0,0.0,10.4938271604938,10.4938271604938,4.10235358511221,10,41,10.0,13.0,7.0,5.0,3.0,19.3,0.0,0,3344.5800000000004,-12.059603999999998,-75.19564199999999
2022,nov,Junín,Huancayo,Huancayo,4011,Bajo,Sierra Centro,1.2,10.0,9.44444444444444,9.44444444444444,4.05573593073593,10,33,9.0,13.0,9.0,8.0,5.0,14.5,11.1111111111111,1,3341.1,-12.063443666666666,-75.1915425
2022,nov,Junín,Huancayo,Sapallanga,4022,Bajo,Sierra Centro,3.1,0.0,15.5555555555556,15.5555555555556,3.91506247889227,10,26,8.0,8.0,5.0,5.0,4.0,15.9,20.0,1,3291.6799999999994,-12.1276745,-75.176242
2022,nov,Junín,Satipo,Pangoa,2294,Medio Bajo,Selva,1.0,0.0,7.14285714285714,7.14285714285714,4.08906525573192,10,37,15.0,10.0,7.0,7.0,2.0,17.6,0.0,0,776.9300000000001,-11.427015,-74.48619133333334
2022,nov,Junín,Satipo,Pangoa,2314,Rural,Selva,1.0,0.0,4.76190476190476,4.76190476190476,4.0441304727019,15,53,8.0,17.0,10.0,10.0,5.0,21.1,0.0,0,1324.8,-11.535522555555556,-74.50903855555553
2022,nov,Junín,Satipo,Pangoa,4027,Rural,Selva,1.07,6.66666666666667,3.57142857142857,3.57142857142857,4.00017253278123,15,61,15.0,17.0,10.0,8.0,3.0,23.2,0.0,0,703.1800000000001,-11.398477111111111,-74.49810955555556
2022,nov,Junín,Tarma,Huaricolca,2315,Rural,Sierra Centro,1.0,0.0,4.13500980916711,4.13500980916711,4.13500980916711,15,64,17.0,20.0,9.0,7.0,3.0,20.6,0.0,0,3855.986666666666,-11.505265666666668,-75.65217211111111
2022,nov,La Libertad,Ascope,Chicama,4040,Bajo,Costa Norte,1.0,0.0,5.48809180831653,5.48809180831653,5.48809180831653,10,48,12.0,20.0,11.0,10.0,8.0,27.6,0.0,0,168.5,-7.861409229,-79.135657709
2022,nov,La Libertad,Gran Chimu,Sayapullo,2375,Rural,Sierra Norte,1.2,6.66666666666667,5.45726495726496,5.45726495726496,5.45726495726496,15,79,16.0,30.0,17.0,14.0,6.0,26.2,0.0,0,2145.9066666666668,-7.55786688888889,-78.42371788888889
2022,nov,La Libertad,Otuzco,Agallpampa,4043,Rural,Sierra Norte,1.0,0.0,5.61425483839277,5.61425483839277,5.61425483839277,15,54,13.0,20.0,10.0,10.0,6.0,23.1,0.0,0,3389.9333333333334,-7.929495260666668,-78.50407286333333
2022,nov,La Libertad,Pacasmayo,Guadalupe,2357,Medio Bajo,Costa Norte,1.0,0.0,10.4444444444444,10.4444444444444,5.47736451582606,13,44,13.0,17.0,9.0,8.0,4.0,25.7,0.0,0,100.43636363636364,-7.306697575757576,-79.48436015151515
2022,nov,La Libertad,Sanchez Carrion,Huamachuco,4044,Rural,Sierra Norte,1.0,0.0,0.0,0.0,5.41782794500186,15,64,18.0,24.0,11.0,9.0,8.0,20.9,0.0,0,3365.6666666666665,-7.835009496,-78.02532302333334
2022,nov,La Libertad,Trujillo,El Porvenir,2329,Bajo,Costa Norte,1.4,0.0,4.25925925925926,4.25925925925926,5.42711301044634,10,39,11.0,14.0,8.0,7.0,2.0,20.7,10.0,1,160.46999999999997,-8.065496666666665,-79.01134433333331
2022,nov,La Libertad,Trujillo,La Esperanza,2341,Medio,Costa Norte,1.0,0.0,6.22222222222222,6.22222222222222,5.35957173053947,10,46,10.0,14.0,9.0,9.0,4.0,21.0,0.0,0,141.3,-8.054460924,-79.05341040500002
2022,nov,La Libertad,Trujillo,Moche,2347,Medio,Costa Norte,2.2,0.0,2.5,2.5,5.30255501000182,10,39,16.0,11.0,7.0,6.0,2.0,25.3,20.0,1,26.95,-8.148693833333335,-79.01002033333334
2022,nov,La Libertad,Trujillo,Victor Larco Herrera,2344,Medio Bajo,Costa Norte,1.3,0.0,11.875,11.875,5.40041844729345,10,33,10.0,12.0,7.0,7.0,3.0,17.1,10.0,1,15.86,-8.147480666666668,-79.04855433333333
2022,nov,La Libertad,Trujillo,Victor Larco Herrera,4036,Alto,Costa Norte,2.1,0.0,11.5,11.5,5.4478368138162,10,31,9.0,9.0,7.0,5.0,2.0,13.3,20.0,1,20.73,-8.135817833333334,-79.0381205
2022,nov,La Libertad,Viru,Chao,2362,Bajo,Costa Norte,1.0,0.0,5.55045648795649,5.55045648795649,5.55045648795649,10,49,15.0,18.0,7.0,7.0,2.0,21.0,0.0,0,149.27999999999997,-8.509867333333334,-78.6834295
2022,nov,Lambayeque,Chiclayo,Cayalti,2414,Medio Bajo,Costa Norte,1.0,0.0,0.0,0.0,5.08281573498965,10,37,9.0,13.0,8.0,7.0,3.0,24.8,0.0,0,83.72999999999999,-6.887715,-79.558527
2022,nov,Lambayeque,Chiclayo,Chiclayo,2387,Medio Alto,Costa Norte,2.3,10.0,9.80676328502416,9.80676328502416,5.02816180235535,10,27,5.0,6.0,3.0,3.0,1.0,28.3,22.2222222222222,1,37.22,-6.787671833333332,-79.84921349999999
2022,nov,Lambayeque,Chiclayo,Chiclayo,2389,Medio,Costa Norte,1.6,0.0,10.3240740740741,10.3240740740741,5.21107733873691,10,34,5.0,15.0,8.0,7.0,4.0,26.1,20.0,1,42.54,-6.784903333333334,-79.8703425
2022,nov,Lambayeque,Chiclayo,Chiclayo,4049,Medio,Costa Norte,1.0,0.0,10.7111111111111,10.7111111111111,5.36675020885547,10,36,9.0,13.0,6.0,6.0,3.0,22.5,0.0,0,34.010000000000005,-6.7669325,-79.83729483333335
2022,nov,Lambayeque,Chiclayo,Chiclayo,4050,Medio Bajo,Costa Norte,1.09,10.0,10.2991452991453,10.2991452991453,5.31084656084656,13,40,10.0,12.0,6.0,4.0,2.0,21.4,0.0,0,43.87272727272727,-6.766511060606061,-79.81803909090908
2022,nov,Lambayeque,Chiclayo,La Victoria,2431,Rural,Costa Norte,1.0,0.0,3.86363636363636,3.86363636363636,5.30450275348234,15,52,16.0,15.0,13.0,12.0,6.0,22.5,0.0,0,30.76,-6.803263888888889,-79.85389677777776
2022,nov,Lambayeque,Chiclayo,Lagunas,2409,Medio Bajo,Costa Norte,1.2,10.0,5.25092191758858,5.25092191758858,5.25092191758858,10,28,8.0,10.0,6.0,6.0,2.0,20.2,0.0,0,41.12,-6.992233333333333,-79.62167983333333
2022,nov,Lambayeque,Chiclayo,Pomalca,2416,Medio,Costa Norte,1.17,0.0,5.55555555555556,5.55555555555556,5.09648303765951,16,51,13.0,20.0,10.0,10.0,7.0,23.0,0.0,0,55.40833333333333,-6.766645833333334,-79.77642513888888
2022,nov,Lambayeque,Ferreñafe,Ferreñafe,2420,Medio Alto,Costa Norte,1.5,0.0,5.0,5.0,5.25609556537391,10,40,11.0,10.0,7.0,7.0,3.0,26.6,10.0,1,49.91,-6.640044166666668,-79.78800533333333
2022,nov,Lambayeque,Lambayeque,Morrope,2428,Bajo,Costa Norte,1.0,0.0,0.0,0.0,5.1984126984127,10,58,15.0,18.0,10.0,8.0,4.0,27.6,0.0,0,25.94,-6.543371833333334,-80.01230866666666
2022,nov,Lambayeque,Lambayeque,Motupe,4059,Bajo,Costa Norte,1.0,0.0,5.55555555555556,5.55555555555556,5.14694326575515,10,40,11.0,12.0,7.0,6.0,5.0,24.8,0.0,0,139.38,-6.148133666666666,-79.71574999999999
2022,nov,Lima Metropolitana,Lima,Breña,4104,Medio Alto,Lima Metropolitana,2.67,0.0,6.66666666666667,6.66666666666667,9.65488688913886,18,37,10.0,8.0,7.0,7.0,5.0,14.8,20.0,1,140.35833333333332,-12.053004027777776,-77.05316416666666
2022,nov,Lima Metropolitana,Lima,Chorrillos,2469,Medio Bajo,Lima Metropolitana,3.9,10.0,8.02469135802469,8.02469135802469,9.69545596016184,10,36,11.0,6.0,5.0,4.0,4.0,15.3,22.2222222222222,1,23.73,-12.203811666666663,-77.02497933333333
2022,nov,Lima Metropolitana,Lima,Comas,2475,Medio,Lima Metropolitana,1.8,0.0,8.55555555555556,8.55555555555556,9.74438864087302,10,30,8.0,11.0,5.0,5.0,3.0,15.1,30.0,1,134.54999999999998,-11.933909333333336,-77.0595215
2022,nov,Lima Metropolitana,Lima,Comas,2480,Medio,Lima Metropolitana,1.0,0.0,9.89583333333333,9.89583333333333,9.82320424927429,13,44,13.0,8.0,6.0,6.0,1.0,16.5,0.0,0,235.57272727272724,-11.96171,-77.0414884848485
2022,nov,Lima Metropolitana,Lima,El Agustino,2484,Medio Bajo,Lima Metropolitana,1.4,0.0,2.5,2.5,9.78512981419958,10,33,10.0,7.0,6.0,6.0,4.0,18.6,10.0,1,210.46000000000004,-12.058480833333332,-77.004171
2022,nov,Lima Metropolitana,Lima,Independencia,2485,Medio Bajo,Lima Metropolitana,1.1,0.0,4.18300653594771,4.18300653594771,9.78595942881657,10,38,12.0,11.0,9.0,6.0,3.0,14.8,10.0,1,200.77,-11.9735235,-77.0432635
2022,nov,Lima Metropolitana,Lima,La Molina,2493,Alto,Lima Metropolitana,2.3,0.0,42.5,42.5,9.78678266178266,10,24,4.0,9.0,6.0,6.0,2.0,12.7,30.0,1,282.7,-12.066447666666669,-76.93747683333333
2022,nov,Lima Metropolitana,Lima,Los Olivos,2501,Medio Alto,Lima Metropolitana,1.2,10.0,14.3589743589744,14.3589743589744,9.86422793894058,10,26,6.0,6.0,4.0,4.0,3.0,15.1,0.0,0,108.46999999999998,-11.9501155,-77.07440449999999
2022,nov,Lima Metropolitana,Lima,Los Olivos,2507,Medio,Lima Metropolitana,1.0,0.0,13.3333333333333,13.3333333333333,9.82657821398279,10,46,14.0,16.0,9.0,8.0,3.0,15.4,0.0,0,79.89,-12.003697333333331,-77.07643300000001
2022,nov,Lima Metropolitana,Lima,Puente Piedra,2520,Bajo,Lima Metropolitana,1.1,10.0,4.77272727272727,4.77272727272727,9.7892147987205,10,40,14.0,11.0,7.0,6.0,2.0,21.4,0.0,0,227.75,-11.820635166666667,-77.12319016666666
2022,nov,Lima Metropolitana,Lima,San Borja,4109,Alto,Lima Metropolitana,2.0,10.0,36.1111111111111,36.1111111111111,9.75213443963444,10,16,4.0,4.0,4.0,4.0,2.0,13.0,55.5555555555556,1,160.14999999999998,-12.1089005,-76.99730083333334
2022,nov,Lima Metropolitana,Lima,San Juan De Lurigancho,2546,Bajo,Lima Metropolitana,1.1,0.0,5.9375,5.9375,9.92497753818509,10,45,12.0,15.0,7.0,6.0,3.0,19.7,0.0,0,331.81000000000006,-11.991541,-77.02044450000001
2022,nov,Lima Metropolitana,Lima,San Juan De Lurigancho,2555,Bajo,Lima Metropolitana,1.0,0.0,5.75757575757576,5.75757575757576,9.88766559255281,10,38,12.0,13.0,12.0,9.0,6.0,19.7,0.0,0,595.33,-11.936911,-77.01011199999999
2022,nov,Lima Metropolitana,Lima,San Juan De Lurigancho,4083,Medio Bajo,Lima Metropolitana,1.55,20.0,5.58823529411765,5.58823529411765,9.85063313714999,13,28,7.0,6.0,4.0,4.0,2.0,14.1,12.5,1,402.8636363636364,-11.937354545454546,-76.97547848484848
2022,nov,Lima Metropolitana,Lima,San Juan De Lurigancho,4085,Medio Bajo,Lima Metropolitana,1.4,0.0,5.78571428571429,5.78571428571429,9.86051883439943,10,40,13.0,9.0,7.0,7.0,3.0,20.3,10.0,1,394.82,-11.936952166666668,-76.991768
2022,nov,Lima Metropolitana,Lima,San Juan De Lurigancho,4089,Medio Bajo,Lima Metropolitana,1.08,0.0,5.90277777777778,5.90277777777778,9.86103735174367,16,54,21.0,15.0,8.0,8.0,4.0,17.3,0.0,0,295.77500000000003,-11.98031375,-77.0191926388889
2022,nov,Lima Metropolitana,Lima,San Juan De Lurigancho,4093,Bajo,Lima Metropolitana,1.7,0.0,5.74324324324324,5.74324324324324,9.82451499118166,10,42,14.0,15.0,8.0,7.0,3.0,17.8,10.0,1,914.84,-11.873395833333332,-76.95244199999999
2022,nov,Lima Metropolitana,Lima,San Juan De Miraflores,2559,Medio Bajo,Lima Metropolitana,1.27,0.0,8.22222222222222,8.22222222222222,9.82516253733966,13,38,10.0,13.0,9.0,8.0,4.0,13.4,0.0,0,192.65454545454543,-12.174844393939392,-76.95856666666667
2022,nov,Lima Metropolitana,Lima,San Juan De Miraflores,2560,Medio,Lima Metropolitana,1.23,0.0,7.47474747474747,7.47474747474747,9.7890406162465,21,38,11.0,11.0,6.0,4.0,3.0,10.5,10.0,1,91.66153846153846,-12.179442564102564,-76.9780908974359
2022,nov,Lima Metropolitana,Lima,San Juan De Miraflores,4114,Bajo,Lima Metropolitana,1.0,0.0,7.68518518518519,7.68518518518519,9.78981336124193,10,45,12.0,19.0,11.0,10.0,6.0,17.5,0.0,0,387.4200000000001,-12.122727666666668,-76.95343566666665
2022,nov,Lima Metropolitana,Lima,San Juan De Miraflores,4116,Medio,Lima Metropolitana,1.09,0.0,7.09401709401709,7.09401709401709,9.75408411539799,13,40,10.0,8.0,5.0,5.0,1.0,16.9,0.0,0,126.30909090909093,-12.14912318181818,-76.97699363636364
2022,nov,Lima Metropolitana,Lima,San Martin De Porres,2572,Medio Alto,Lima Metropolitana,1.4,20.0,7.13383838383838,7.13383838383838,9.71861471861472,10,32,12.0,7.0,7.0,6.0,3.0,14.0,0.0,0,88.3,-12.014987166666668,-77.07715966666667
2022,nov,Lima Metropolitana,Lima,San Martin De Porres,4074,Medio Alto,Lima Metropolitana,1.0,0.0,6.82367149758454,6.82367149758454,9.68340234644583,18,46,11.0,12.0,7.0,7.0,4.0,14.6,0.0,0,88.25000000000001,-12.030431944444446,-77.08285111111113
2022,nov,Lima Metropolitana,Lima,San Miguel,2582,Alto,Lima Metropolitana,1.2,0.0,10.0,10.0,9.64844421523122,10,30,5.0,5.0,3.0,3.0,3.0,8.8,10.0,1,84.06999999999998,-12.086653666666669,-77.0791185
2022,nov,Lima Metropolitana,Lima,Santa Anita,4100,Medio,Lima Metropolitana,1.4,10.0,7.47474747474747,7.47474747474747,9.64970880438506,10,45,11.0,11.0,7.0,6.0,1.0,16.4,0.0,0,262.86,-12.054802333333331,-76.982418
